N;City;Route;Trap code;Name GPS;Date of reading;Entidad que realizo la lectura;Epoca cultivo;Red;Black;RedBlack;Pluviometric_day;Humidity;Maximum_temperature;Observaciones;crop stage 
1230;Cerete;ceresanpela2;23-686-69;cereSanpela2-19;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;4;4;5,453333333;79,6;;con maiz;Maiz
9436;Valencia;Valeencia;23-855-375;Valeencia-14;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;51;51;6,906666667;;;Trampa en buen Estado.;formacion de botones
9574;Valencia;Valeencia;23-855-376;Valeencia-16;21/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;51;51;7,61875;;;Trampa en buen Estado.;establecimiento de cultivo
9996;Cotorra;Cotorrra;23-300-314;Cotorrra-15;04/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;51;51;;;;Trampa en buen estado.;establecimiento de cultivo
1039;Cerete;ceresanpela2;23-300-67;cereSanpela2-17;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;5,453333333;79,6;;CON MAIZ;Maiz
156;Cienaga de Oro;cienaga;23-189-164;cienaga-14;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;3;47;50;4,793333333;88,6;32,48666667;Lote sembrado en Maíz.;Maiz
594;Lorica;lorica;23-182-114;lorica-14;28/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;50;50;0,246666667;82,11363636;33,47142857;Lote sembrado en Maiz.;
1214;Cerete;ceresanpela2;23-162-53;cereSanpela2-3;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;5,453333333;79,6;;con maiz;Maiz
3342;Lorica;lorica;23-417-106;lorica-6;14/02/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;10;40;50;0;76,66666667;32,41428571;Trampa en buen Estado.;establecimiento de cultivo
3928;Cotorra;cotorra;23-300-89;cotorra-14;28/03/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;48;50;;;;Trampa en buen Estado.;establecimiento de cultivo
4193;Cotorra;cotorra;23-300-78;cotorra-3;15/04/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;44;50;;;;Trampa en buen Estado.;establecimiento de cultivo
4194;Cotorra;cotorra;23-300-78;cotorra-3;15/04/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;44;50;;;;Trampa en buen Estado.;establecimiento de cultivo
1044;Cerete;ceresanpela2;23-686-72;cereSanpela2-22;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;2;2;5,453333333;79,6;;CON MAIZ;Maiz
6011;Monteria;monteria;23-001-192;monteria-6;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;9;41;50;;;33,10666667;Trampa en buen Estado.;establecimiento de cultivo
9752;Cotorra;Cotorrra;23-300-311;Cotorrra-12;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;50;50;;;;Trampa en buen estado.;establecimiento de cultivo
1233;Cerete;ceresanpela2;23-686-72;cereSanpela2-22;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;2;2;5,453333333;79,6;;con maiz;Maiz
1035;Cerete;ceresanpela2;23-686-63;cereSanpela2-13;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;5,453333333;79,6;;CON MAIZ;Maiz
409;Cienaga de Oro;cienaga;23-189-174;cienaga-24;18/06/2013;ICA(Instituto Colombiano Agropecuario);veda;1;48;49;8,56;84,75555556;33,79333333;Lote sembardo en Maíz.;Maiz
1045;Cerete;ceresanpela2;23-686-73;cereSanpela2-23;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;5,453333333;79,6;;CON MAIZ;Maiz
1224;Cerete;ceresanpela2;23-686-63;cereSanpela2-13;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;5,453333333;79,6;;con maiz;Maiz
1234;Cerete;ceresanpela2;23-686-73;cereSanpela2-23;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;5,453333333;79,6;;con maiz;Maiz
1446;Monteria;monteria;23-001-184;monteria-16;13/09/2013;ICA(Instituto Colombiano Agropecuario);veda;15;34;49;;;32,43076923;Area sembrada en Maíz.;establecimiento de cultivo
3153;Lorica;lorica;23-417-118;lorica-18;30/01/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;13;36;49;0;78,25;32,5375;Trampa en buen Estado.;establecimiento de cultivo
3678;Valencia;valencia;23-855-130;valencia-5;14/03/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;47;49;0;;;Trampa en buen Estado.;establecimiento de cultivo
1023;Cerete;ceresanpela2;23-162-51;cereSanpela2-1;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
5130;Valencia;valencia;23-855-128;valencia-3;15/07/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;49;49;4,633333333;;;Trampa en buen Estado.;establecimiento de cultivo
5391;Valencia;valencia;23-855-132;valencia-7;15/08/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;49;49;9,453333333;;;Trampa en buen Estado.;establecimiento de cultivo
6068;Cienaga de Oro;cienaga;23-189-165;cienaga-15;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;7;42;49;2,073333333;83,61363636;32,28666667;Trampa en buen Estado.;establecimiento de cultivo
6446;Lorica;lorica;23-417-116;lorica-16;28/10/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;4;45;49;5,75625;83,78723404;32,0875;Trampa en buen Estado.;establecimiento de cultivo
7646;Monteria;Monteriia;23-162-370;Monteriia-9;13/02/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;12;37;49;;;34,74666667;Trampa en buen Estado.;establecimiento de cultivo
7780;Lorica;Loorica;23-417-355;Loorica-9;27/02/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;8;41;49;0;81,65789474;33,07692308;Trampa en buen Estado.;establecimiento de cultivo
8107;Lorica;Loorica;23-417-334;Loorica-10;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;43;49;0;82,5;33,1;Trampa en buen Estado.;establecimiento de cultivo
9208;Valencia;Valeencia;23-855-377;Valeencia-17;30/06/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;49;49;7,233333333;;;Trampa en buen Estado.;establecimiento de cultivo
9209;Valencia;Valeencia;23-855-377;Valeencia-17;30/06/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;49;49;7,233333333;;;Trampa en buen Estado.;establecimiento de cultivo
1024;Cerete;ceresanpela2;23-162-52;cereSanpela2-2;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CONMAIZ;Maiz
9346;Cotorra;Cotorrra;23-686-320;Cotorrra-20;30/06/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;43;49;;;;Trampa en buen Estado.;establecimiento de cultivo
1025;Cerete;ceresanpela2;23-162-53;cereSanpela2-3;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
9439;Valencia;Valeencia;23-855-378;Valeencia-19;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;49;49;6,906666667;;;Trampa en buen Estado.;
9440;Valencia;Valeencia;23-855-378;Valeencia-19;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;49;49;6,906666667;;;Trampa en buen Estado.;
9728;Lorica;Loorica;23-417-336;Loorica-12;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;47;49;8,4625;78,87234043;32,5875;Trampa en buen Estado.;establecimiento de cultivo
1026;Cerete;ceresanpela2;23-162-54;cereSanpela2-4;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
11084;Cotorra;Cotorrra;23-300-328;Cotorrra-5;30/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;49;49;;;;Trampa en buen estado.;establecimiento de cultivo
573;Cotorra;cotorra;23-300-93;cotorra-18;26/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;48;48;;;;Area sembrada en Maíz.;Maiz
1146;Lorica;lorica;23-417-110;lorica-10;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;2;46;48;1,226666667;82,53488372;32,41333333;CON MAIZ;Maiz
1027;Cerete;ceresanpela2;23-162-55;cereSanpela2-5;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
1028;Cerete;ceresanpela2;23-570-56;cereSanpela2-6;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
1033;Cerete;ceresanpela2;23-686-61;cereSanpela2-11;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
1739;Monteria;monteria;23-001-183;monteria-15;30/09/2013;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;8;40;48;;;32,84285714;Algodón.;establecimiento de cultivo
3490;Lorica;lorica;23-417-110;lorica-10;28/02/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;42;48;0,3;76,22222222;32,89230769;Trampa en buen Estado.;establecimiento de cultivo
1036;Cerete;ceresanpela2;23-686-64;cereSanpela2-14;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
5578;Valencia;valencia;23-855-132;valencia-7;28/08/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;48;48;4,80625;;;Trampa en buen Estado.;establecimiento de cultivo
6057;Cienaga de Oro;cienaga;23-162-154;cienaga-4;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;4;44;48;2,073333333;83,61363636;32,28666667;Trampa en buen Estado.;establecimiento de cultivo
1047;Cerete;ceresanpela2;23-686-75;cereSanpela2-25;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;CON MAIZ;Maiz
6437;Lorica;lorica;23-182-107;lorica-7;28/10/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;48;48;5,75625;83,78723404;32,0875;Trampa en buen Estado.;establecimiento de cultivo
6608;Cotorra;cotorra;23-300-86;cotorra-11;14/11/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;42;48;;;;Trampa en buen Estado.;establecimiento de cultivo
1216;Cerete;ceresanpela2;23-162-55;cereSanpela2-5;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;con maiz;Maiz
7053;Lorica;lorica;23-417-104;lorica-4;30/12/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;48;48;0;68,39583333;33,5625;Trampa en buen Estado.;establecimiento de cultivo
7392;Valencia;valencia;23-855-143;valencia-18;30/01/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;48;48;0;;;Trampa en buen Estado.;establecimiento de cultivo
7394;Valencia;valencia;23-855-145;valencia-20;30/01/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;48;48;0;;;Trampa en buen Estado.;establecimiento de cultivo
7692;Cotorra;Cotorrra;23-686-309;Cotorrra-10;13/02/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;16;32;48;;;;Trampa en buen Estado.;establecimiento de cultivo
1217;Cerete;ceresanpela2;23-570-56;cereSanpela2-6;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;con maiz;Maiz
1222;Cerete;ceresanpela2;23-686-61;cereSanpela2-11;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;con maiz;Maiz
8846;Cotorra;Cotorrra;23-686-320;Cotorrra-20;29/05/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;48;48;;;;Trampa en buen Estado.;establecimiento de cultivo
9003;Lorica;Loorica;23-417-341;Loorica-18;15/06/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;3;45;48;7,613333333;83,82926829;32,5;Trampa en buen Estado.;establecimiento de cultivo
1225;Cerete;ceresanpela2;23-686-64;cereSanpela2-14;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;con maiz;Maiz
1226;Cerete;ceresanpela2;23-686-65;cereSanpela2-15;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;con maiz;Maiz
1236;Cerete;ceresanpela2;23-686-75;cereSanpela2-25;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;con maiz;Maiz
10207;Cotorra;Cotorrra;23-686-309;Cotorrra-10;18/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;48;48;;;;Trampa en buen estado.;establecimiento de cultivo
10525;Lorica;Loorica;23-300-347;Loorica-23;14/09/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;3;45;48;4,873333333;84,23076923;32,49333333;Trampa en buen estado.;establecimiento de cultivo
880;Cerete;ceresancar;23-162-2;cereSancar-2;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;2;48;50;5,453333333;79,6;;;Maiz
884;Cerete;ceresancar;23-162-6;cereSancar-6;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;35;35;5,453333333;79,6;;;Maiz
885;Cerete;ceresancar;23-189-7;cereSancar-7;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;2;27;29;5,453333333;79,6;;lote con Maiz;Maiz
405;Cienaga de Oro;cienaga;23-189-170;cienaga-20;18/06/2013;ICA(Instituto Colombiano Agropecuario);veda;6;41;47;8,56;84,75555556;33,79333333;Lote sembrado en Maíz.;Maiz
892;Cerete;ceresancar;23-678-14;cereSancar-14;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;14;14;5,453333333;79,6;;;Maiz
861;Cienaga de Oro;cienaga;23-189-166;cienaga-16;15/07/2013;ICA(Instituto Colombiano Agropecuario);veda;0;47;47;0,446666667;83,36363636;34,56;Area sembrada en Maíz.;Maiz
1603;Cotorra;cotorra;23-300-80;cotorra-5;18/09/2013;ICA(Instituto Colombiano Agropecuario);veda;1;46;47;;;;MAIZ Y YUCA;establecimiento de cultivo
3604;Cotorra;cotorra;23-300-82;cotorra-7;28/02/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;42;47;;;;Trampa en buen Estado.;establecimiento de cultivo
4509;Cotorra;cotorra;23-300-78;cotorra-3;15/05/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;4;43;47;;;;Trampa en buen Estado.;establecimiento de cultivo
4531;Cotorra;cotorra;23-300-100;cotorra-25;15/05/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;42;47;;;;Trampa en buen Estado.;establecimiento de cultivo
4758;Cienaga de Oro;cienaga;23-189-155;cienaga-5;30/05/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;47;47;7,975;84,13333333;32,0875;Trampa en buen Estado.;establecimiento de cultivo
4955;Valencia;valencia;23-855-128;valencia-3;27/06/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;47;47;5,213333333;;;Trampa en buen Estado.;establecimiento de cultivo
5573;Valencia;valencia;23-855-127;valencia-2;29/08/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;47;47;4,80625;;;Trampa en buen Estado.;establecimiento de cultivo
882;Cerete;ceresancar;23-162-4;cereSancar-4;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;1;8;9;5,453333333;79,6;;;Maiz
901;Cerete;ceresancar;23-162-25;cereSancar-25;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;7;7;5,453333333;79,6;;;Maiz
9115;Cotorra;Cotorrra;23-300-310;Cotorrra-11;15/06/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;4;43;47;;;;Trampa en buen Estado.;establecimiento de cultivo
898;Cerete;ceresancar;23-678-21;cereSancar-21;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;1;4;5;5,453333333;79,6;;;Maiz
10535;Cotorra;Cotorrra;23-300-331;Cotorrra-8;14/09/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;47;47;;;;Trampa en buen estado.;establecimiento de cultivo
12156;Cotorra;Cotorrra;23-300-330;Cotorrra-7;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;15;32;47;;;;Trampa en buen estado.;Maiz
571;Cotorra;cotorra;23-300-91;cotorra-16;26/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;46;46;;;;Lote sembrado en Maíz.;Maiz
1118;Cienaga de Oro;cienaga;23-189-174;cienaga-24;29/07/2013;ICA(Instituto Colombiano Agropecuario);veda;1;45;46;3,4;84,3125;34,725;MAIZ;Maiz
1560;Cienaga de Oro;cienaga;23-189-162;cienaga-12;16/09/2013;ICA(Instituto Colombiano Agropecuario);veda;0;46;46;10,75714286;89,75609756;31,59333333;Lote sembrado en Maíz.;establecimiento de cultivo
887;Cerete;ceresancar;23-678-9;cereSancar-9;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;5,453333333;79,6;;;Maiz
883;Cerete;ceresancar;23-162-5;cereSancar-5;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;5,453333333;79,6;;;Maiz
896;Cerete;ceresancar;23-678-18;cereSancar-18;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;5,453333333;79,6;;;Maiz
5156;Cotorra;cotorra;23-300-79;cotorra-4;15/07/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;46;46;;;;Trampa en buen Estado.;establecimiento de cultivo
879;Cerete;ceresancar;23-162-1;cereSancar-1;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;Lote sembrado de Maiz;Maiz
5239;Cienaga de Oro;cienaga;23-189-161;cienaga-11;15/07/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;41;46;1,64;81,65909091;33;Trampa en buen Estado.;establecimiento de cultivo
5305;Valencia;valencia;23-855-126;valencia-1;30/07/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;45;46;2,28125;;;Trampa en buen Estado.;establecimiento de cultivo
5988;Valencia;valencia;23-855-135;valencia-10;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;45;46;5,653333333;;;Trampa en buen Estado.;establecimiento de cultivo
881;Cerete;ceresancar;23-162-3;cereSancar-3;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
7783;Lorica;Loorica;23-417-336;Loorica-12;27/02/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;40;46;0;81,65789474;33,07692308;Trampa en buen Estado.;establecimiento de cultivo
8474;Lorica;Loorica;23-417-334;Loorica-10;30/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;44;46;7,073333333;83,26190476;33,01333333;Trampa en buen Estado.;establecimiento de cultivo
886;Cerete;ceresancar;23-189-8;cereSancar-8;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
888;Cerete;ceresancar;23-678-10;cereSancar-10;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
889;Cerete;ceresancar;23-678-11;cereSancar-11;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
890;Cerete;ceresancar;23-162-12;cereSancar-12;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
891;Cerete;ceresancar;23-678-13;cereSancar-13;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
893;Cerete;ceresancar;23-678-15;cereSancar-15;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
10201;Cotorra;Cotorrra;23-300-327;Cotorrra-4;18/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;46;46;;;;Trampa en buen estado.;establecimiento de cultivo
10340;Cotorra;Cotorrra;23-300-312;Cotorrra-13;31/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;46;46;;;;Trampa en buen estado.;establecimiento de cultivo
10995;Lorica;Loorica;23-417-352;Loorica-6;15/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;3;43;46;8,853333333;78,65116279;34,16;Trampa en buen estado.;establecimiento de cultivo
11232;Cotorra;Cotorrra;23-300-318;Cotorrra-19;13/11/2015;ICA(Instituto Colombiano Agropecuario);veda;0;46;46;;;;;establecimiento de cultivo
894;Cerete;ceresancar;23-678-16;cereSancar-16;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
480;Lorica;lorica;23-417-103;lorica-3;14/06/2013;ICA(Instituto Colombiano Agropecuario);veda;1;44;45;4,98;80,75609756;33,04;Area sembrada en Maíz.;Maiz
589;Lorica;lorica;23-182-109;lorica-9;28/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;45;45;0,246666667;82,11363636;33,47142857;Area sembrada en Maíz.;
895;Cerete;ceresancar;23-678-17;cereSancar-17;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
4335;Cotorra;cotorra;23-686-99;cotorra-24;28/04/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;43;45;;;;Trampa en buen Estado.;establecimiento de cultivo
897;Cerete;ceresancar;23-678-19;cereSancar-19;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;lote en maiz;Maiz
4994;Lorica;lorica;23-182-117;lorica-17;27/06/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;44;45;5,82;79,39534884;33,02666667;Trampa en buen Estado.;establecimiento de cultivo
5985;Valencia;valencia;23-855-132;valencia-7;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;43;45;5,653333333;;;Trampa en buen Estado.;establecimiento de cultivo
899;Cerete;ceresancar;23-678-22;cereSancar-22;16/08/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;5,453333333;79,6;;;Maiz
6267;Cotorra;cotorra;23-300-93;cotorra-18;15/10/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;44;45;;;;Trampa en buen Estado.;establecimiento de cultivo
6599;Cotorra;cotorra;23-300-77;cotorra-2;14/11/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;45;45;;;;Trampa en buen Estado.;establecimiento de cultivo
